행정동,행정동_코드,연도,트렌드_대표_매출,총_매출,트렌드매출_비중,업종점수,2030비중,금요효과,주말비중,야간비중,복합점수,복합점수_분위,상권유형,상권티어
개봉2동,11530750,2020,25923852556.05688,83634526947,0.3099659136290096,0.2711950245784655,0.3052456371060485,1.0900239594311296,0.2440504854404769,0.4219119632297476,-0.1645241723185964,0.481042654028436,일반,④ 잠재 후보
개봉3동,11530760,2020,18882509090.008293,60725464469,0.3109487799743006,0.3851104051075381,0.2460557131123752,1.1174932870771734,0.2492431527753326,0.3881725465275502,0.4820019209735823,0.6611374407582938,일반,⑦ 일반
개포1동,11680660,2020,65897781.57067764,281106587,0.2344227585484421,0.6224587437362327,0.0393964514250247,0.7273481072786303,0.2019376621722493,0.2674853791312973,-0.9222800578342794,0.2417061611374407,일반,⑦ 일반
개포2동,11680670,2020,19890533199.002026,66548576903,0.2988874311766892,0.3883750156772304,0.2028600090078172,1.0821020153319771,0.2357900917982309,0.4059358383632422,0.3509497372335018,0.6208530805687204,일반,⑦ 일반
개포4동,11680690,2020,47316113091.92181,186469145567,0.253747680068179,0.3779276393835292,0.1979875518426443,0.922852538180576,0.1972670775218579,0.3643705790274411,-1.0246748611207732,0.2109004739336493,일반,⑦ 일반
거여1동,11710531,2020,12810357794.81866,44070264604,0.2906803013307966,0.3975053429883418,0.2484078108077973,1.432823089487449,0.2149645395398906,0.3999034919204997,1.6261362961876575,0.8696682464454977,기존 강세,⑤ 성숙·정체
거여2동,11710532,2020,24500950112.29387,83582294973,0.2931356469717484,0.2685215542149217,0.2433440648593136,1.0543139961477803,0.2314098654535397,0.398739982777046,-0.608062104292595,0.3199052132701421,일반,④ 잠재 후보
고덕1동,11740550,2020,6139955264.634272,20932750493,0.2933181316371921,0.3691979356264904,0.2182101352389152,1.0931154095253444,0.2243786709047457,0.4285960659589466,0.3244494114203607,0.6113744075829384,일반,⑦ 일반
고덕2동,11740560,2020,16397009310.852043,54331462487,0.3017958391010621,0.2901977313195383,0.2226192867695039,1.0213608049068277,0.2461830327906299,0.3599244931181268,-0.7363328684586982,0.2819905213270142,일반,④ 잠재 후보
고척1동,11530720,2020,49178517154.866585,188404031789,0.2610268829594011,0.2178736507983615,0.172523401125526,0.9574570946145674,0.2170548474397754,0.2734609959976879,-2.325128655781115,0.0616113744075829,일반,⑦ 일반
고척2동,11530730,2020,28761582325.02539,90306891868,0.3184871246268301,0.2839951451821347,0.2127361038411239,1.0715472690461154,0.259280423594082,0.3735551704437938,-0.3497796710167906,0.4099526066350711,일반,⑦ 일반
공덕동,11440565,2020,41425807194.05122,144610886706,0.2864639595099892,0.4245678197577402,0.289179670200203,1.027029033943733,0.2255288140671281,0.3886038469651979,0.1337911841092499,0.5616113744075829,일반,⑦ 일반
공릉1동,11350595,2020,60387767452.62002,195194557969,0.3093721878363563,0.3823737461361683,0.2706130167747249,0.9662849614940776,0.2506039570056493,0.3917097824425156,-0.1256181542018015,0.5023696682464455,신흥 성장,② 라이징스타
공릉2동,11350600,2020,35458145059.99409,120487696740,0.2942885125981709,0.4487755021135612,0.3275074889692011,1.0997756430661907,0.2259015608185656,0.4223928659356992,0.8236796278851615,0.7322274881516587,기존 강세,⑤ 성숙·정체
공항동,11500620,2020,32031495540.27091,122747231723,0.2609549322672744,0.4027230385818743,0.2883056140920608,1.1688124066949273,0.2092068271645448,0.3074460379942625,-0.1269854959387264,0.5,일반,⑦ 일반
광장동,11215810,2020,32502117892.865417,106292890294,0.3057788512756256,0.4545649814052275,0.2392344353104434,1.064114729119277,0.2473708785157028,0.3811258379365638,0.6306431143686068,0.6943127962085308,일반,⑦ 일반
광희동,11140590,2020,127628276229.80338,444808308339,0.2869287147679232,0.2921047163376645,0.3258265145545456,1.0573534996147071,0.2329999282050573,0.3242790784071178,-0.94439494362366,0.2274881516587677,일반,⑦ 일반
교남동,11110580,2020,3126283311.679813,16264460756,0.192215614066794,0.4585052892853498,0.2269433814237179,0.9436040663534678,0.1487851296334733,0.2672757600276631,-1.5571894573138056,0.1303317535545023,일반,⑦ 일반
구로1동,11530520,2020,13197032871.018845,47069926106,0.2803708006955341,0.1665884581875404,0.1912896568336074,1.0517603533854862,0.2205740844083576,0.3799120815428798,-1.4906246197338144,0.1469194312796208,일반,⑦ 일반
구로2동,11530530,2020,51619515817.33183,641473575829,0.0804702138363564,0.0758883498468172,0.0870162849434031,1.0539097656352483,0.053486687578143,0.1431732325159448,-5.254819955287608,0.0047393364928909,일반,⑦ 일반
구로3동,11530540,2020,98793870772.48347,448576539269,0.2202386039481197,0.48768212300513,0.4299024964284996,0.9783610293298788,0.1593278646236574,0.3656990618821172,-0.4533768248403476,0.3720379146919431,일반,⑦ 일반
구로4동,11530550,2020,45182045817.94759,151898774439,0.2974483894607849,0.3063121262027367,0.2263451098995341,1.0386960998859045,0.2455924540390623,0.335359812487868,-0.7376603147011137,0.2796208530805687,일반,⑦ 일반
구로5동,11530560,2020,91731078701.81204,265498263981,0.3455053804358459,0.3798183132271499,0.4026643678267163,1.1129752800137764,0.2782952599957023,0.4178944762890803,0.9083053102662234,0.7511848341232228,쇠퇴,⑦ 일반
구산동,11380560,2020,14918262784.211613,56187671614,0.2655077591877736,0.3315037467464473,0.2875961499528244,0.8536038013268351,0.216764625355383,0.3377089422098793,-1.6032553350951986,0.1208530805687203,일반,⑦ 일반
구의1동,11215850,2020,56827036562.03015,185652817505,0.3060930468265028,0.3997232660366244,0.3200767960949454,1.0469886454687842,0.2403009641843894,0.4215432095981645,0.4263629249814475,0.6445497630331753,일반,⑦ 일반
구의2동,11215860,2020,31989944810.3928,94765973564,0.3375678379834135,0.4065451839312463,0.3011090829951641,0.9805657651315456,0.2745869739144972,0.4263183472674992,0.5496095595768622,0.6706161137440758,신흥 성장,② 라이징스타
구의3동,11215870,2020,191446564390.2884,568881758194,0.3365313821945426,0.1513235281357769,0.2628958083957373,1.0071197540666164,0.2845722664072364,0.3327829262815632,-1.4925556915305769,0.1421800947867298,일반,⑦ 일반
군자동,11215730,2020,47146440393.35452,154795682431,0.3045720633349705,0.3189541340341184,0.350917831078482,1.0413276914563692,0.2458480849487744,0.3914132418454727,-0.2594219331421684,0.45260663507109,일반,③ 급성장 신흥
금호1가동,11200590,2020,5215115022.873867,22099585915,0.2359824769084985,0.467751007949146,0.2327690782436092,0.9667262520258926,0.1886047858105309,0.3024962693741042,-0.7855145283019934,0.2725118483412322,신흥 성장,② 라이징스타
금호2·3가동,11200615,2020,21144268561.33148,65105004330,0.3247717864230036,0.4321351101429225,0.2236877649709235,1.1018642030600898,0.2554303659778283,0.4333976350109552,1.081887797669406,0.7938388625592417,기존 강세,⑤ 성숙·정체
금호4가동,11200620,2020,10058201345.199886,35027668130,0.2871501839023472,0.3268292555905291,0.3038460860568853,1.045617783286565,0.2310663569998828,0.3599804256224692,-0.5476742523776981,0.3388625592417061,일반,⑦ 일반
길동,11740685,2020,92432217106.39323,318549291832,0.2901661359057146,0.3891919195927274,0.2717949232160326,0.9937902758010888,0.2314576700326958,0.3755445098935943,-0.2603057446148733,0.4502369668246445,일반,④ 잠재 후보
길음1동,11290660,2020,10633377818.389263,34270181434,0.3102807564315874,0.2627442294795293,0.2262181477775481,1.0284356746873573,0.2476958117758414,0.3956953784185792,-0.6191602545998683,0.3175355450236967,일반,⑦ 일반
길음2동,11290685,2020,22937665951.85408,76460574790,0.2999933758653094,0.3283061494887305,0.2106119941843037,1.097692411473355,0.2495228399655613,0.3256231792578184,-0.3845425694824156,0.3957345971563981,일반,⑦ 일반
낙성대동,11620585,2020,51103162925.80186,151593605395,0.3371063231370799,0.5369230179723967,0.5331104036309539,1.055768221159981,0.2647493845563208,0.4656894785835633,1.8587600319032584,0.8909952606635071,기존 강세,① 레전드
난곡동,11620775,2020,14184541523.033718,49384307340,0.2872277103205335,0.27094344632353,0.2872230064774256,1.0100353032487748,0.2307386195284439,0.3693247381284421,-0.9852485842111518,0.2203791469194312,일반,⑦ 일반
난향동,11620715,2020,2660964419.8363347,11663423133,0.2281460930888731,0.2577228953903888,0.1851361837238422,0.9261010864678236,0.1757758569351219,0.3320279272080148,-2.191334765439617,0.0758293838862559,일반,⑦ 일반
남가좌1동,11410690,2020,10603071335.766115,38681258662,0.2741139172439196,0.3238951638176142,0.1239814089015488,0.9984953986825006,0.2302973350696909,0.2850674675132162,-1.284127934208391,0.1658767772511848,일반,⑦ 일반
남가좌2동,11410700,2020,23256411319.40393,75237194421,0.3091079019941852,0.4269046556052202,0.3114489641370727,1.0119285188119231,0.2461042913613989,0.4048077675062673,0.3912141793883841,0.6255924170616114,일반,⑦ 일반
남영동,11170530,2020,40722463319.25797,157005008287,0.2593704733597965,0.6246808363636184,0.4165654341767603,0.9719722969866614,0.183467800163067,0.4666464056106572,1.3025267608518898,0.8175355450236966,기존 강세,① 레전드
남현동,11620630,2020,27919785145.48087,80065867853,0.3487102044124628,0.52081995322352,0.4730331541217523,1.1188587659844225,0.267859332410851,0.5002734780885683,2.286620006780094,0.924170616113744,기존 강세,① 레전드
내곡동,11650660,2020,6136246232.517508,23478953193,0.2613509291524531,0.7094804377380148,0.1814459622190533,0.9931951816260184,0.2276161619757951,0.2288517235769251,0.7041590562986519,0.7109004739336493,기존 강세,⑤ 성숙·정체
노량진1동,11590510,2020,448824589043.0578,946792588834,0.4740474253139192,0.0862574222032896,0.3192342060368545,1.3321289113731012,0.4156358359137891,0.3658702426669865,0.91082892954395,0.7559241706161137,쇠퇴,⑦ 일반
노량진2동,11590520,2020,1172645616538.227,2326271270200,0.5040880793053036,0.0241949825671711,0.301356559338726,1.321120923628829,0.4455716835659006,0.3706181880713664,0.7901560112904198,0.7274881516587678,기존 강세,⑤ 성숙·정체
녹번동,11380510,2020,31858024140.09318,112888786336,0.2822071631213358,0.4431350959173802,0.2435089487203892,1.1755960248032948,0.2222435352553634,0.3459480601355874,0.5427232428016586,0.6658767772511849,일반,⑦ 일반
논현1동,11680521,2020,271973510123.7397,949379239686,0.2864750973632969,0.2364742793546369,0.3853015727792664,1.0411714559916747,0.236152424732978,0.3170005065515632,-1.381352771403515,0.1587677725118483,일반,⑦ 일반
논현2동,11680531,2020,167276567659.9615,587059873294,0.2849395355900764,0.5262763810451659,0.3923704018272138,0.9937612304187686,0.2245461290572374,0.3777977505863826,0.5510471465122604,0.6729857819905213,신흥 성장,⑤ 성숙·정체
능동,11215780,2020,27208327224.20047,77608534264,0.3505842170868249,0.515958406285409,0.3977220166406105,1.0918262467883082,0.2771783414285975,0.4768392010099617,2.070577683381757,0.9075829383886256,기존 강세,① 레전드
다산동,11140625,2020,32446576135.6512,116644131413,0.2781672403283464,0.5069693975740763,0.3900501755198405,1.0040076573655483,0.2147074607750802,0.3957063073201111,0.5026967289677,0.6635071090047393,일반,⑦ 일반
답십리1동,11230600,2020,23491826479.82682,92543744344,0.2538456450660124,0.3947607529170454,0.2301669386190229,1.1478122057354023,0.1996161999922115,0.3318418040969513,-0.1868063423385766,0.4691943127962085,일반,⑦ 일반
답십리2동,11230610,2020,24778663267.598984,83518000156,0.2966865013687575,0.4792998067030967,0.2507739888871771,1.0958346520938242,0.2329360531940656,0.3859845536744942,0.8150017572877315,0.7298578199052133,쇠퇴,⑦ 일반
당산1동,11560550,2020,98854352298.2004,445408101575,0.2219410736999242,0.1766652249627976,0.1994345609091764,0.9826522987687372,0.1784864819833402,0.2651496529910194,-2.9001905397730097,0.0379146919431279,일반,⑦ 일반
당산2동,11560560,2020,42429972112.35301,164945775808,0.2572358819406342,0.5645018031827886,0.4273902468533594,1.072320240086578,0.184809867331695,0.4215908439992148,1.043780255662518,0.7867298578199052,기존 강세,⑤ 성숙·정체
대림1동,11560700,2020,20366840486.71148,93154043812,0.218636139165521,0.2534456649316028,0.2001498005564649,0.8702817999301243,0.1799090149518672,0.2585226387552456,-2.9164247429524965,0.0355450236966824,일반,⑦ 일반
대림2동,11560710,2020,33682923577.022808,103370045972,0.3258480080984636,0.4995622965088721,0.289177419376373,1.005878004101348,0.2759856211801201,0.3405935716768146,0.6626205518829082,0.7037914691943128,기존 강세,⑤ 성숙·정체
대림3동,11560720,2020,51151546367.035706,447021429049,0.1144275040144188,0.1338426057745918,0.1604181678349462,1.0921422376935996,0.0834683166495583,0.1630080401157068,-4.313013840247936,0.0118483412322274,일반,⑦ 일반
대방동,11590660,2020,47620232155.22799,169219229195,0.2814114706807508,0.2781939498657814,0.2837407587743503,1.0946390824697634,0.2129502836257142,0.4156732678349675,-0.4375121113066912,0.3791469194312796,일반,④ 잠재 후보
대조동,11380570,2020,66788120780.96769,210387777862,0.3174524749473619,0.3157077005517291,0.2842822525709214,1.1246994153656775,0.2617206895835814,0.3521805273384317,-0.0539535363254412,0.5284360189573459,일반,④ 잠재 후보
대치1동,11680600,2020,90574821821.64767,280277266752,0.3231614995795993,0.1769320298134602,0.1207232574268657,1.0670375241800167,0.2662369578123036,0.3798681531784998,-0.9320465471552256,0.2369668246445497,일반,⑦ 일반
대치2동,11680610,2020,113363052847.90552,516189717330,0.2196150931372244,0.2860529367298545,0.2378269036334118,1.0071245392129329,0.1680649823745686,0.3024855202727329,-1.9529516220042944,0.0924170616113744,일반,⑦ 일반
대치4동,11680630,2020,155894267932.526,490284012702,0.317967267734019,0.4392430862780231,0.2613650208025175,1.0252173117061578,0.2467416441590744,0.4628603657772793,0.9291253454742648,0.7654028436018957,쇠퇴,⑦ 일반
대학동,11620735,2020,34001898320.774017,108161970485,0.3143609363652396,0.4871637822399644,0.5228493814916467,1.0899354239425514,0.2495251494308055,0.4143701581898931,1.1915283358704287,0.8080568720379147,기존 강세,⑤ 성숙·정체
대흥동,11440600,2020,40106694659.56089,179864391439,0.2229829614338247,0.2403758663796604,0.3463114761830165,1.0269807374840312,0.1753150682673853,0.2860982866831204,-2.2018203005523342,0.0734597156398104,일반,⑦ 일반
도곡1동,11680655,2020,43391045514.788376,215311723060,0.201526627989024,0.2995333193679751,0.2532572287938291,0.969253299102824,0.1598981354926323,0.2692961567208407,-2.33069877577884,0.0592417061611374,일반,⑦ 일반
도곡2동,11680656,2020,54542178054.18129,212835223744,0.2562648094367363,0.3858886920606126,0.2359268490463649,0.9350349633610204,0.2032684318552305,0.3328322923004749,-1.084418899114083,0.2085308056872037,일반,④ 잠재 후보
도림동,11560585,2020,14047447150.143618,49980023189,0.2810612371471506,0.2776029596571622,0.2672767433997518,1.0722808836929905,0.2198704858628112,0.3661700963361672,-0.8092236929354791,0.2654028436018957,일반,⑦ 일반
도봉1동,11320521,2020,67792076159.60184,170986037550,0.3964772628863218,0.3219370697850293,0.1504462551714357,1.0162155820314829,0.3562819048729982,0.3001744215108282,0.0687591069003552,0.5450236966824644,일반,④ 잠재 후보
도봉2동,11320522,2020,11823396300.661257,43101074059,0.2743179041078303,0.4223389040162202,0.2070304588647884,0.9591558663872788,0.2177392736235153,0.3693339341198156,-0.3678763732711951,0.4004739336492891,일반,④ 잠재 후보
도화동,11440585,2020,39118948754.16386,150138997254,0.2605515520260453,0.5573350792961331,0.3153372538442117,1.026555131858618,0.1788684493380984,0.4652725434473281,1.053208348882026,0.7914691943127962,기존 강세,⑤ 성숙·정체
독산1동,11545610,2020,170655967165.24225,912656958403,0.1869880743185941,0.0717613392655251,0.1387717490464527,1.066657528143831,0.1651498756506983,0.1257907115964883,-4.294650463080981,0.0142180094786729,일반,⑦ 일반
독산2동,11545620,2020,23619913229.755497,71167411326,0.3318922634625365,0.2508598741946602,0.2382603260687273,0.9875301397393782,0.2696699120203714,0.4106173013535473,-0.5538054962856513,0.3364928909952606,일반,③ 급성장 신흥
독산3동,11545630,2020,39350838052.13158,125732326625,0.3129731160507074,0.2891240371493443,0.2280842134857774,0.9346844036833638,0.2592130860840976,0.3718350682035667,-0.8980695680220552,0.2488151658767772,일반,③ 급성장 신흥
독산4동,11545640,2020,22798931582.22565,62213696842,0.3664616111806792,0.5186605083595717,0.3463311581968891,1.0190924839059865,0.2851791114593029,0.519615425186824,2.15528322508535,0.914691943127962,기존 강세,⑤ 성숙·정체
돈암1동,11290580,2020,5066268400.216435,21434399819,0.2363615703261057,0.103289369037406,0.1287654915139474,0.9204369463960882,0.1878694775689721,0.318670326376261,-3.1628122970861607,0.0308056872037914,일반,⑦ 일반
돈암2동,11290590,2020,4679221570.750715,18554992969,0.2521812634781556,0.2628990396358474,0.2161043139546985,0.8504738181212025,0.2039608454890167,0.3406510278694356,-2.14768445052386,0.0781990521327014,일반,⑦ 일반
동선동,11290575,2020,72257762471.58966,196730388080,0.3672933458668632,0.5912465815941982,0.5106523965435772,1.161551327076479,0.2889729247668752,0.504402378089387,3.1336683108226926,0.966824644549763,기존 강세,⑤ 성숙·정체
동화동,11140665,2020,16869041916.194054,64542729401,0.2613623884944148,0.4385773498224793,0.2274390760700083,0.9617826285895636,0.2118816861158046,0.365985493133391,-0.3332190055067749,0.4170616113744075,신흥 성장,② 라이징스타
둔촌2동,11740700,2020,25511568823.24564,85220271936,0.2993603311006177,0.4895508556148618,0.2355000838306642,1.2103280082913412,0.2362318646567901,0.3760726915664931,1.3175032056761014,0.8222748815165877,쇠퇴,⑦ 일반
등촌1동,11500520,2020,60647727639.105225,251040562733,0.2415853716182452,0.4011537285116272,0.2944361279241333,1.015229954241405,0.1923290552067151,0.3197299405688789,-0.848921646490768,0.2582938388625592,일반,⑦ 일반
등촌2동,11500530,2020,9663837931.34305,31826887901,0.3036375394730131,0.4816149625335622,0.3001049555555161,1.0461631400092757,0.2314031654275753,0.4440261681556359,1.0080983420193854,0.7796208530805687,쇠퇴,⑦ 일반
등촌3동,11500535,2020,55722925773.32848,213525765168,0.2609658170735799,0.2963837763803704,0.3058778661844977,1.0063456479000676,0.2012355473644711,0.3601794858081405,-1.1817916719188055,0.1800947867298578,일반,⑦ 일반
마장동,11200540,2020,23293911370.67728,80677847219,0.2887274781569959,0.4967325190794392,0.2528489690066478,1.052808375466809,0.220921325325132,0.4239489017493884,0.8937491722996341,0.7464454976303317,기존 강세,⑤ 성숙·정체
마천1동,11710540,2020,18533378769.140484,73591792605,0.2518402951347768,0.1968352629178355,0.1771555759210331,1.3755143087334971,0.1910637733812273,0.3089036971013461,-0.7234461290206493,0.2890995260663507,일반,⑦ 일반
마천2동,11710550,2020,34205426961.50048,109869735805,0.3113271066948705,0.3638122940328481,0.1914721668425331,1.146664263414897,0.2563958255346785,0.3529493209651939,0.2944801427519665,0.6066350710900474,일반,⑦ 일반
망우3동,11260660,2020,13326968907.97218,45515298370,0.2928019673656855,0.5237515021699285,0.2419328349884658,1.1848255129600236,0.2330933945935154,0.3765842952992159,1.4004275486184343,0.8388625592417062,기존 강세,⑤ 성숙·정체
망우본동,11260655,2020,66755835022.288704,210896743482,0.3165332660908835,0.3457779625801761,0.2360430910269071,0.993062688411904,0.2638781561876028,0.3510753620257743,-0.398671914860898,0.3886255924170616,일반,④ 잠재 후보
망원1동,11440690,2020,55868603006.2305,159194913406,0.3509446489898014,0.3974708042186426,0.39157723406036,1.07217000254093,0.2855830075867644,0.4158902317447076,0.9047571714303058,0.7488151658767772,기존 강세,⑤ 성숙·정체
망원2동,11440700,2020,29489840091.2494,95726900118,0.3080622067036335,0.3133282953906087,0.3144047972503051,1.0256820857060611,0.24688369190758,0.3873776801744278,-0.3776888581075515,0.3981042654028436,일반,⑦ 일반
면목2동,11260520,2020,23015229156.16928,74564479012,0.3086621064228897,0.2920585182053682,0.2452234896867893,1.0392246856297112,0.2444326083612387,0.4093898489264214,-0.3268190476199338,0.4218009478672986,일반,⑦ 일반
면목3·8동,11260575,2020,37141039984.2687,114133405871,0.3254177836964542,0.4250546962283072,0.332246248831475,1.1281494676195505,0.2567939519050752,0.4312822959356476,1.1448139107242037,0.8056872037914692,기존 강세,⑤ 성숙·정체
면목4동,11260540,2020,10145853031.026466,40140679063,0.252757383977056,0.2806928644708862,0.207563007639296,0.9814966068128308,0.1994507046937249,0.3400467728156032,-1.5387778691183935,0.1350710900473933,일반,⑦ 일반
면목5동,11260550,2020,12961854834.534756,38582217252,0.3359541197405612,0.2103150565712853,0.21785476501002,1.0681407444342363,0.2737494479909005,0.4410792279989518,-0.2259747985251845,0.457345971563981,일반,④ 잠재 후보
면목7동,11260570,2020,39065738072.78635,138643202365,0.2817717522849743,0.3521321568544829,0.2782443795581178,1.0322424423991052,0.2269962420165856,0.3388972259188194,-0.6276058578564794,0.3151658767772511,일반,⑦ 일반
면목본동,11260565,2020,61252756787.80033,182262673685,0.3360685737204861,0.425607557025452,0.2643947582393329,1.1081501054448664,0.2650021933699694,0.4392455318819823,1.1974301100908766,0.8104265402843602,기존 강세,⑤ 성숙·정체
명동,11140550,2020,188093721929.6808,733697260636,0.2563642145353426,0.5353160218692093,0.4478740637332516,0.9996262954694132,0.1924924234834607,0.3841749308000206,0.3738391357721071,0.6232227488151659,신흥 성장,② 라이징스타
명일1동,11740530,2020,53017547689.72575,174123235024,0.3044829007594429,0.3445636268630689,0.2455885755459682,1.0979285216709862,0.2449386226606775,0.3782939749248338,0.037573311156752,0.542654028436019,일반,④ 잠재 후보
명일2동,11740540,2020,50669622164.69289,157255761771,0.3222115462992022,0.3625861079737874,0.2077811446907864,1.004950980911245,0.2590091859865402,0.4215847393213032,0.1952602835008322,0.580568720379147,일반,⑦ 일반
목1동,11470510,2020,79967125844.96045,245810461193,0.3253202709797352,0.3475468884374431,0.3146986661737848,1.149514699725816,0.2553932246224016,0.4289553237492672,0.7173920528425871,0.7156398104265402,기존 강세,⑤ 성숙·정체
목2동,11470520,2020,31524384299.710285,102085380315,0.3088041030207948,0.357384221045403,0.3733430239706895,1.0943681508509375,0.2366317349111205,0.4444412467877477,0.4799265566648747,0.6587677725118484,신흥 성장,② 라이징스타
목3동,11470530,2020,46687508381.33295,136993028681,0.3408020746081088,0.229030698423792,0.2821785568009811,1.068529040449253,0.2883626974113237,0.3630149019757914,-0.5058907799510941,0.3507109004739336,일반,⑦ 일반
목4동,11470540,2020,33892585040.169315,102596960647,0.3303468721337834,0.2902759149022689,0.1992687297272076,1.1484044855884326,0.2619585336009257,0.4285161895025937,0.4118950700480907,0.6374407582938388,일반,⑦ 일반
목5동,11470550,2020,50122476141.181015,149303031459,0.3357097016140969,0.1745555306769292,0.1236519323123705,1.0618676761111576,0.2660851968160438,0.4495529058995139,-0.4906262817540164,0.3578199052132701,일반,⑦ 일반
무악동,11110570,2020,5159435081.462825,18816950319,0.2741908223168979,0.552958011984216,0.2449050636726613,1.0033023416097226,0.2212618124306798,0.3314144672903305,0.4083045141506589,0.6327014218009479,일반,⑦ 일반
묵1동,11260620,2020,41535955766.62535,114993792920,0.361201719779097,0.3926107387240358,0.3202724908258466,1.0829652563801209,0.2918597686689818,0.4693869354457327,1.3461163191511731,0.8270142180094787,쇠퇴,⑥ 쇠퇴 주의
묵2동,11260630,2020,30139736109.64543,90296337494,0.3337869170125327,0.3547740513631424,0.2753442019246025,1.006436171397865,0.2629060677303488,0.4631771705998492,0.4751294766104534,0.6563981042654028,일반,⑦ 일반
문래동,11560605,2020,88959485851.26663,406063286069,0.2190778849091771,0.3162387352329595,0.2846958380383002,0.7756052010354655,0.1723507893104815,0.3105312120696707,-2.6285054918370805,0.0473933649289099,일반,⑦ 일반
문정1동,11710641,2020,33250041003.14325,98748897916,0.3367130338145864,0.5459702249625257,0.2689276121298075,1.0585854583657095,0.2754650905789254,0.394123677158467,1.5361369022968905,0.8625592417061612,쇠퇴,⑦ 일반
문정2동,11710642,2020,97717958539.72192,406936078312,0.2401309781749089,0.3522110354641747,0.2922927251409856,0.973758097576058,0.1931983265040514,0.2947705335308991,-1.4919533101664906,0.1445497630331753,일반,⑦ 일반
미성동,11620765,2020,23566326511.124752,83786316872,0.2812670062478928,0.3312412224826504,0.2522266047961626,1.025645008784492,0.2236716310687098,0.3744330375319806,-0.5731770681468447,0.3293838862559242,일반,⑦ 일반
미아동,11305535,2020,42555976546.2359,140296828288,0.3033281440894543,0.3888070870427916,0.2992062048389904,1.0683296427307187,0.242325612701737,0.3968329522796631,0.2955147362866658,0.6090047393364929,일반,⑦ 일반
반포1동,11650560,2020,58136635429.14208,227732079461,0.2552852262480579,0.2338946239066064,0.3602329392291395,0.9641901724135672,0.2034890964798662,0.3118633219619051,-2.060335694783965,0.0829383886255924,일반,⑦ 일반
반포2동,11650570,2020,19571499965.899605,64756098496,0.3022340817383947,0.1464269756397647,0.157552153047488,1.0976983153987248,0.2454429496857623,0.3660148257304917,-1.2877290838725068,0.1635071090047393,일반,④ 잠재 후보
반포3동,11650580,2020,82621807704.9943,262820443645,0.3143659852298028,0.556354164098078,0.1774916201991102,1.02168699585234,0.2649921239501148,0.3401589490723044,0.9783579034881849,0.7748815165876777,기존 강세,⑤ 성숙·정체
