행정동,행정동_코드,상권티어,상권유형,momentum,slope,r2,복합점수_분위_2024,복합점수_2024,트렌드매출_비중_2024,업종점수_2024,금요효과_2024,주말비중_2024,야간비중_2024,2030비중_2024,복합점수_분위_2020,트렌드매출_비중_2020,업종점수_2020,2030비중_2020,트렌드매출비중_변화,업종점수_변화,2030비중_변화,임대료_2020,임대료_2024,임대료_변화율(%),공실률_2020,공실률_2024,공실률_변화(pp)
남현동,11620630,① 레전드,기존 강세,0.0190917952337738,0.005473205382452162,0.5348998281020338,0.9432624113475178,2.7835370332790896,0.3595970367409077,0.5750544724717711,1.2290297133547472,0.275437569317962,0.4959156049313091,0.4204836244098603,0.924170616113744,0.3487102044124628,0.52081995322352,0.4730331541217523,0.010886832328444895,0.05423451924825107,-0.052549529711891974,,,,,,
남영동,11170530,① 레전드,기존 강세,0.12099873393611416,0.030582725510627098,0.8786040757589006,0.9385342789598108,2.608856692666794,0.2887868099137345,0.7389211559459136,1.07776438762656,0.1992222100826086,0.51902950924191,0.3832124801821016,0.8175355450236966,0.2593704733597965,0.6246808363636184,0.4165654341767603,0.029416336553937994,0.11424031958229519,-0.03335295399465871,,,,,,
창4동,11320514,① 레전드,기존 강세,0.10678632651003339,0.026085397689713533,0.9128445087888132,0.9361702127659576,2.583036326677124,0.343037661435574,0.5794095764330291,1.28754636212602,0.264453998017282,0.4464778853158925,0.2127041640794009,0.8293838862559242,0.3372404575496438,0.3866123595998795,0.3383563329422076,0.005797203885930191,0.19279721683314965,-0.12565216886280672,,,,,,
이화동,11110640,① 레전드,기존 강세,0.023853539937032986,0.005952741084333324,0.6172523354284232,0.933806146572104,2.53469833656051,0.3259420471950563,0.7524535310134735,1.0567785305051445,0.2581631349587963,0.4240244496414967,0.3970451469900823,0.909952606635071,0.289313949370861,0.7363724188727819,0.5025616522462021,0.036628097824195294,0.016081112140691523,-0.10551650525611977,,,,,,
창신3동,11110690,① 레전드,기존 강세,-0.04249156891084904,-0.013462852789261993,0.8308256484418025,0.9314420803782506,2.510316773154837,0.3490625325878167,0.7349376844310568,0.9601039273483232,0.2806360476703,0.4572181022643158,0.2545516850213716,0.9739336492890996,0.2856141701593871,0.9023446416005124,0.4739900573642966,0.0634483624284296,-0.16740695716945564,-0.21943837234292501,,,,,,
사당2동,11590630,① 레전드,기존 강세,0.10445587263173228,0.02325524072019989,0.9331026705229143,0.9196217494089834,2.1368229824317564,0.3527827700225501,0.4821090347700992,1.277290921831724,0.2732891965169963,0.4604718587865481,0.2707182943189382,0.8151658767772512,0.3408647982136529,0.4219314106682436,0.3044109027442155,0.011917971808897199,0.06017762410185562,-0.033692608425277326,,,,,,
화곡6동,11500591,① 레전드,기존 강세,0.023892754305177455,0.006906210435503557,0.738941566725334,0.91725768321513,2.1046988396551933,0.3423856960392423,0.582711973081891,1.1416627106593695,0.2717186782965269,0.4446724120386235,0.3151647392705469,0.8933649289099526,0.349656823106578,0.5165731326148845,0.3821643505528092,-0.007271127067335681,0.06613884046700658,-0.06699961128226228,,55.9,,,6.7,
삼성1동,11680580,① 레전드,신흥 성장,0.32247655540990217,0.06945985008907263,0.6482904396112331,0.9148936170212766,2.091392797456116,0.3164193803718151,0.7049366292318825,1.0531132863206794,0.246681139727452,0.420071784455827,0.3211635766470669,0.5924170616113744,0.2892537796655273,0.4528553999924358,0.3578108843515727,0.027165600706287818,0.2520812292394467,-0.036647307704505805,,,,,,
장위1동,11290760,① 레전드,신흥 성장,0.2205864228653378,0.04908182358015977,0.8448345148235571,0.9125295508274232,2.067954573013544,0.3561956650499422,0.5271253213143422,1.1419625020294442,0.2814275331221957,0.474138743727182,0.2543561551573045,0.6919431279620853,0.3338170857269501,0.4721324891160997,0.2380827228915,0.022378579322992087,0.054992832198242525,0.016273432265804466,,,,,,
화곡1동,11500540,① 레전드,기존 강세,0.1850470012212473,0.03582736714732274,0.6780165587115385,0.9101654846335696,1.974075598013705,0.3457444066007949,0.5069469006292124,1.254414146715107,0.2777228397518889,0.4214789063436059,0.3446098282858258,0.7251184834123223,0.3207791093944863,0.4314660807190722,0.4069673718722369,0.024965297206308634,0.07548081991014022,-0.0623575435864111,34.4,35.5,3.197674418604657,12.5,9.4,-3.0999999999999996
하계1동,11350611,① 레전드,기존 강세,-0.042424344279744175,-0.01274018800488499,0.5782362116956463,0.9030732860520094,1.9654660898209213,0.3310005161402354,0.7882894187350991,0.9419592442991064,0.2883318956776891,0.3307465207790092,0.1312468105430084,0.9454976303317536,0.3318776785034315,0.7964139831698295,0.185577552428886,-0.0008771623631960712,-0.008124564434730419,-0.05433074188587758,,,,,,
자양3동,11215840,② 라이징스타,기존 강세,0.1424153809955968,0.02446416366956852,0.30357252443114907,0.900709219858156,1.9535113253657184,0.3605663730973181,0.5408573601936005,1.1290082799880958,0.2925603733170563,0.4368425416126125,0.3496357296048153,0.7582938388625592,0.3663550244046718,0.3161647169542041,0.4761581365645195,-0.005788651307353732,0.22469264323939642,-0.12652240695970418,,,,,,
동화동,11140665,② 라이징스타,신흥 성장,0.44109441699438684,0.08656403706317997,0.4232463468652272,0.8581560283687943,1.4729658319673735,0.3391641717936021,0.6720599330827107,0.8743198262019978,0.2732497728753639,0.4204341062767453,0.2937121359425452,0.4170616113744075,0.2613623884944148,0.4385773498224793,0.2274390760700083,0.0778017832991873,0.2334825832602314,0.0662730598725369,,,,,,
숭인2동,11110710,② 라이징스타,기존 강세,0.11882513753039115,0.019036895118371366,0.2575621769894867,0.8557919621749409,1.456904496877192,0.3318142765483171,0.5470466669702027,1.2226532498843028,0.2774837938282135,0.3294609240039485,0.2411842019637895,0.7369668246445498,0.2984046288464577,0.5791903495994156,0.3350521960659884,0.03340964770185939,-0.032143682629212966,-0.0938679941021989,,,,,,
응암3동,11380600,② 라이징스타,기존 강세,0.11172733689623882,0.020927027662935718,0.636990138566899,0.851063829787234,1.4144381213398134,0.3365431164733632,0.4827701261526627,1.2278052718137633,0.2713964982419674,0.3855602587372469,0.2268296533134119,0.7393364928909952,0.334892774234637,0.4331334881553651,0.2771482095992084,0.0016503422387262323,0.04963663799729756,-0.050318556285796484,,49.7,,,9.5,
금호1가동,11200590,② 라이징스타,신흥 성장,0.5714597828644415,0.15660874144286469,0.6799791460288467,0.8439716312056738,1.3699110981545086,0.2637154851766107,0.620634479786795,1.1422781736722136,0.1932380991267798,0.4167668496205861,0.1872257014405234,0.2725118483412322,0.2359824769084985,0.467751007949146,0.2327690782436092,0.027733008268112203,0.152883471837649,-0.04554337680308582,,,,,,
필동,11140570,② 라이징스타,신흥 성장,0.2705231196710475,0.06214244899331115,0.8718900586136646,0.8392434988179669,1.3378744054408145,0.2181709961143762,0.8080438644965694,0.9926657486219896,0.1501645907212405,0.3916799690018539,0.3330218913993036,0.5687203791469194,0.1959321850651163,0.7025057005420182,0.3320263456386081,0.0222388110492599,0.10553816395455118,0.0009955457606954932,45.3,48.8,7.726269315673284,6.2,13.9,7.7
왕십리2동,11200520,② 라이징스타,신흥 성장,0.41033914826392387,0.08703236865987697,0.7103913790308158,0.8368794326241135,1.316691326151278,0.2949436942654902,0.4037438853127357,1.4362666965075344,0.2079319193232932,0.4161444962030711,0.2461268224677991,0.4265402843601896,0.2974690349729874,0.3163156642081503,0.3443447661667814,-0.002525340707497159,0.08742822110458537,-0.09821794369898229,39.2,45.7,16.581632653061227,4.0,2.7,-1.2999999999999998
보광동,11170700,② 라이징스타,신흥 성장,0.28239386911364317,0.0545875208676459,0.35169622596983213,0.8297872340425532,1.2682702028929056,0.3247231665561175,0.5003380931948154,1.1316078189219223,0.2553648965050175,0.424990118733245,0.2518674570393819,0.54739336492891,0.3130372885889225,0.3473697826558436,0.2945615320001507,0.011685877967195002,0.15296831053897175,-0.042694074960768824,,,,,,
청운효자동,11110515,② 라이징스타,신흥 성장,0.30135681713779927,0.06594512229280808,0.6845318996026544,0.8274231678486997,1.2468562556102636,0.3122419042257135,0.5926112314951049,1.1649657731823777,0.2572953731147023,0.3197590413899417,0.3668302058774036,0.5260663507109005,0.2603539290693343,0.4880177920833234,0.3551642067972645,0.05188797515637922,0.10459343941178145,0.0116659990801391,78.0,72.0,-7.692307692307687,15.3,15.4,0.09999999999999964
성수1가2동,11200660,② 라이징스타,신흥 성장,0.227908305603173,0.042035561829854455,0.5830387505457598,0.8226950354609929,1.1910790177163506,0.2751916411938437,0.6710467681447817,1.09440110586714,0.213973875095422,0.3435774794724061,0.3369247328483133,0.5947867298578199,0.2622802145794281,0.5136311371457384,0.2874040435083138,0.012911426614415633,0.15741563099904332,0.049520689339999535,36.2,54.7,51.10497237569061,1.7,3.0,1.3
목2동,11470520,② 라이징스타,신흥 성장,0.16156319675529107,0.04153249750708659,0.85602477128027,0.8203309692671394,1.183446402581288,0.3440285822497707,0.4387232903829962,1.105833759154272,0.2686832381299151,0.4620520975777385,0.3234461627354764,0.6587677725118484,0.3088041030207948,0.357384221045403,0.3733430239706895,0.03522447922897587,0.08133906933759316,-0.04989686123521314,33.6,36.4,8.333333333333325,5.0,9.1,4.1
명동,11140550,② 라이징스타,신흥 성장,0.17583162470729274,0.04060367718732144,0.794380470162006,0.7990543735224587,1.0736382266705908,0.2543084326114546,0.6769286470867382,1.0587664195966675,0.1901356346788353,0.3751007094319901,0.3368868779935541,0.6232227488151659,0.2563642145353426,0.5353160218692093,0.4478740637332516,-0.0020557819238880004,0.14161262521752882,-0.11098718573969751,271.7,200.5,-26.20537357379462,22.3,12.2,-10.100000000000001
구의2동,11215860,② 라이징스타,신흥 성장,0.12607419358452943,0.01410372760579478,0.11632110935959954,0.7966903073286052,1.0625378637730467,0.3293974339998739,0.4334306364390998,1.1993167603663046,0.2610265558560709,0.4085307937500836,0.2171167499664022,0.6706161137440758,0.3375678379834135,0.4065451839312463,0.3011090829951641,-0.008170403983539576,0.026885452507853513,-0.08399233302876188,,39.2,,,3.7,
성내1동,11740640,② 라이징스타,신흥 성장,0.2729992269167423,0.07587644112802931,0.901978658442959,0.7943262411347518,1.0544158311610068,0.3452008716554968,0.478810643502843,1.168790337628088,0.2907822558308817,0.3419818456822547,0.2222875205558991,0.5213270142180095,0.3336720440909525,0.3017487499962973,0.2569231251036813,0.011528827564544264,0.17706189350654572,-0.03463560454778222,,,,,,
성수2가1동,11200670,② 라이징스타,신흥 성장,0.5478863455570122,0.16229594523433388,0.7698257352017284,0.7919621749408984,1.017709292722758,0.3367136256000848,0.6030068810127482,0.9644141136842834,0.285741558644064,0.3477194918648154,0.4113395338778122,0.2440758293838862,0.2476168626341836,0.3366087062822999,0.3176081416236951,0.08909676296590119,0.26639817473044836,0.09373139225411709,,,,,,
역촌동,11380625,② 라이징스타,신흥 성장,0.2516890188565091,0.05601156263655005,0.6882787215191793,0.7872340425531915,1.007560280010193,0.3004044301307835,0.5194286512399029,1.128855575054868,0.2339183039533819,0.4026639252238044,0.2228667856156675,0.5355450236966824,0.2965083076093957,0.394506440590035,0.277483461169423,0.003896122521387768,0.12492221064986792,-0.05461667555375552,,,,,,
가락본동,11710620,② 라이징스타,신흥 성장,0.13085274444556483,0.026643362127883652,0.43879060255409086,0.7801418439716312,0.9761777109028608,0.295572181084841,0.5292603131555075,1.1108050210149665,0.22779808188789,0.4081919626239877,0.2427373083258884,0.6492890995260664,0.318053271305114,0.4168547632982951,0.3418993332193034,-0.022481090220273003,0.1124055498572124,-0.09916202489341497,,,,,,
신도림동,11530510,② 라이징스타,신흥 성장,0.18773598646544098,0.030454998711527917,0.42634528049787257,0.7754137115839244,0.952642700896251,0.3269211509792817,0.3861816712123747,1.2074601962139353,0.2508508822109184,0.4441235549478559,0.2982821182307236,0.5876777251184834,0.3205486989641217,0.3660260178023997,0.3242551368880224,0.006372452015160013,0.020155653409974994,-0.025973018657298785,,,,,,
조원동,11620725,② 라이징스타,신흥 성장,0.6996067359080367,0.14323103985300217,0.5649173962809158,0.7659574468085106,0.8871446108163039,0.2745330165925874,0.307870174389221,1.6661545830238256,0.2044145353067176,0.3163145597833851,0.2337906700342439,0.0663507109004739,0.2374688672303259,0.261032346295966,0.4409379485880467,0.03706414936226149,0.046837828093254985,-0.2071472785538028,,,,,,
신대방1동,11590670,② 라이징스타,신흥 성장,0.453166840330297,0.1187657557729152,0.9610325258166876,0.7635933806146572,0.8756218206738555,0.3130844102508064,0.4858289242191265,1.139287154595469,0.2522130063413402,0.3812551254145272,0.2795462371128008,0.3104265402843602,0.2945346881136108,0.2884082098051559,0.3148771005407565,0.018549722137195634,0.19742071441397058,-0.03533086342795572,,,,,,
응암1동,11380580,② 라이징스타,신흥 성장,0.26597425296628685,0.05154000425755998,0.638195409809589,0.7588652482269503,0.8628194826538541,0.3047407916414001,0.4545819438603209,1.1997699170296907,0.2350966937605308,0.3978266689612029,0.2357421407682183,0.4928909952606635,0.3100695888900462,0.3261293074932588,0.2948645313805772,-0.0053287972486461,0.1284526363670621,-0.05912239061235891,,,,,,
신정4동,11470650,② 라이징스타,신흥 성장,0.2588876564373186,0.04917705847422495,0.5905691515838963,0.7494089834515366,0.8136080279550247,0.3165968557961716,0.435251693899681,1.1759735410171734,0.251632848485409,0.3972504205797161,0.2352455945131042,0.490521327014218,0.2944830921307873,0.3654987631331621,0.2597058690025278,0.022113763665384256,0.0697529307665189,-0.02446027448942359,,,,,,
공릉1동,11350595,② 라이징스타,신흥 성장,0.23994711662353085,0.05839131457766126,0.7668531710317454,0.7423167848699763,0.7514079952247963,0.32026891477316,0.4862591673179823,1.0576504563993292,0.2590170408696124,0.398309404477792,0.2343896892894984,0.5023696682464455,0.3093721878363563,0.3823737461361683,0.2706130167747249,0.010896726936803713,0.10388542118181399,-0.03622332748522647,,,,,,
서림동,11620665,② 라이징스타,신흥 성장,0.11913885247554712,0.019336044726787918,0.2635534725708928,0.723404255319149,0.71182346614875,0.3179509671201291,0.4262790694339196,1.1174554854655254,0.2468786510329868,0.4295048517229187,0.3054001418924597,0.6042654028436019,0.3109749668936656,0.3997951722842833,0.4675359761487248,0.006976000226463497,0.026483897149636282,-0.1621358342562651,,,,,,
신정1동,11470620,② 라이징스타,신흥 성장,0.11208026620953915,0.016742294376659608,0.32381288153014154,0.7021276595744681,0.6317952952602404,0.3172612546798975,0.3879985425214096,1.1794823034963615,0.2462344302787733,0.4182083076737822,0.1707095719426166,0.590047393364929,0.3089338055241369,0.3503559392723555,0.2113081349924949,0.008327449155760613,0.03764260324905411,-0.0405985630498783,,,,,,
행당1동,11200560,③ 급성장 신흥,일반,0.3609290444018689,0.06627564339574021,0.48411872826654884,0.6879432624113475,0.5894746890619392,0.3083804704197345,0.4156856612510254,1.1441116576456491,0.2373706944204248,0.4199609181841027,0.3097043820540486,0.3270142180094786,0.2821030227572126,0.3279546280432078,0.3184638098613411,0.02627744766252188,0.08773103320781761,-0.008759427807292497,,,,,,
연희동,11410615,③ 급성장 신흥,일반,0.2874917369724267,0.05584350105878794,0.642542743770774,0.6784869976359338,0.5330725394140589,0.3071995551954082,0.5072994946321198,1.0477596193172278,0.250093263505746,0.3664867407253124,0.3004455408011452,0.3909952606635071,0.2698372624139486,0.3826258209322097,0.3302130044333967,0.03736229278145958,0.12467367369991006,-0.029767463632251467,,,,,,
군자동,11215730,③ 급성장 신흥,일반,0.22351629637099035,0.02862760915599476,0.0650035605773992,0.6761229314420804,0.5138140561459121,0.2862794836743827,0.5073047536263259,1.059205401074578,0.2230024067888,0.3959916668160977,0.3508528956308865,0.45260663507109,0.3045720633349705,0.3189541340341184,0.350917831078482,-0.018292579660587782,0.1883506195922075,-6.49354475955044e-05,33.5,39.3,17.313432835820898,3.9,7.8,3.9
중곡4동,11215770,③ 급성장 신흥,일반,0.28277480868990396,0.042606971194245565,0.3289823672305085,0.6690307328605201,0.4988239190072896,0.3305145879987316,0.4269169373891225,1.1172276809156685,0.2751875439316745,0.357955800306004,0.2674024464021839,0.3862559241706161,0.3215329435138455,0.2804024183726822,0.2850407030988841,0.008981644484886142,0.1465145190164403,-0.01763825669670016,,,,,,
여의동,11560540,③ 급성장 신흥,일반,0.40363349131121645,0.08971014979888632,0.7631721443705513,0.6666666666666666,0.4929622113546572,0.2004620390359236,0.6819274428852159,1.0347390807366788,0.1302327766142286,0.3854752738891703,0.2758756959202006,0.2630331753554502,0.1807151294563825,0.5322841134709632,0.3031862314300695,0.019746909579541116,0.14964332941425273,-0.027310535509868894,,,,,,
서빙고동,11170690,③ 급성장 신흥,일반,0.5908877012537395,0.1760971620001569,0.6921292127362264,0.6453900709219859,0.421455973924101,0.2756745693679025,0.4909501186080776,1.2094755330728686,0.2206754800475252,0.3173526982204465,0.1858936524764067,0.0545023696682464,0.2069285037111728,0.2627972855606582,0.1817990783573564,0.06874606565672972,0.2281528330474194,0.004094574119050315,,,,,,
성내3동,11740660,③ 급성장 신흥,일반,0.2591789631721063,0.057745958119054835,0.6412478923614368,0.6264775413711584,0.3708692987198217,0.3108543715363946,0.3869844597302461,1.1773357121152237,0.2460662003298878,0.3828316314816386,0.1917897720157118,0.3672985781990521,0.2990048254813722,0.3059717423531694,0.2321142385413594,0.01184954605502242,0.08101271737707672,-0.04032446652564761,,,,,,
독산2동,11545620,③ 급성장 신흥,일반,0.27816431940663067,0.045703785867141744,0.2961062663255011,0.6146572104018913,0.3287372937671349,0.3339344425457381,0.3512379922644755,1.1470349562861766,0.2734317490243034,0.3858398893124497,0.1880035706665996,0.3364928909952606,0.3318922634625365,0.2508598741946602,0.2382603260687273,0.002042179083201645,0.10037811806981528,-0.050256755402127706,,29.8,,,11.8,
독산3동,11545630,③ 급성장 신흥,일반,0.3563857797497003,0.07127715594994007,0.5941493024351346,0.6052009456264775,0.2733273195234767,0.33191515543234,0.3497269301640855,1.1651601289620257,0.2724241680314522,0.370590733438758,0.1779018332852238,0.2488151658767772,0.3129731160507074,0.2891240371493443,0.2280842134857774,0.018942039381632636,0.0606028930147412,-0.0501823802005536,,,,,,
송파1동,11710580,③ 급성장 신흥,일반,0.2900406709018184,0.06202704670991452,0.7643634492424312,0.6028368794326241,0.2515186851441848,0.300536612362889,0.4185666639683885,1.1076800686951291,0.2325907558075881,0.3955408666549204,0.3387686491606974,0.3127962085308057,0.2681265731413372,0.3041802207795805,0.3282210733164067,0.03241003922155178,0.11438644318880797,0.010547575844290669,,,,,,
성수1가1동,11200650,③ 급성장 신흥,일반,0.49146807390227787,0.12926288191993549,0.8664496945028758,0.6004728132387707,0.2335503679428934,0.3047939025650708,0.5403462222077349,0.9398927290705068,0.2541494802862313,0.3479945972074156,0.289527288869431,0.1090047393364928,0.2765986927559477,0.3411820465526781,0.291515097304611,0.0281952098091231,0.19916417565505679,-0.001987808435179983,,,,,,
방학1동,11320690,③ 급성장 신흥,일반,0.2948024156050777,0.06912596775458528,0.7782181586892453,0.5933806146572104,0.2150296516011317,0.3007447656790422,0.4344227215934669,1.10873026781817,0.2384782930280734,0.367385381489522,0.1969452595540539,0.2985781990521327,0.2830254484983063,0.3056191827544051,0.2428685695830717,0.017719317180735883,0.12880353883906182,-0.04592331002901781,,,,,,
성수2가3동,11200690,③ 급성장 신흥,일반,0.35887869315317134,0.08525091593559882,0.6148201263260352,0.5531914893617021,0.0900724372624773,0.2655380848326253,0.5718909407533578,0.9980780449696632,0.210331327936052,0.3299150503865959,0.3835773182870606,0.1943127962085308,0.2272314031994799,0.3882956699122543,0.3715505922961784,0.038306681633145406,0.1835952708411035,0.012026725990882225,,,,,,
청량리동,11230705,③ 급성장 신흥,일반,0.2949088546043271,0.09515198368682287,0.8308143282932792,0.5484633569739953,0.0735808628256196,0.3255952779516534,0.4078109351662885,1.108192184710293,0.2755026188395206,0.3178332583078683,0.1876321392530286,0.2535545023696682,0.2827226208944218,0.3165725928105696,0.312048563940169,0.04287265705723159,0.09123834235571893,-0.1244164246871404,,,,,,
석촌동,11710600,③ 급성장 신흥,일반,0.3115133384872218,0.07104971261470204,0.46321487759212904,0.541371158392435,0.0505112684615307,0.3043809785653713,0.4231818576995901,1.0272806503673866,0.2443325015014265,0.3901093385992824,0.260026520143535,0.2298578199052132,0.27421150224775,0.3119432570786553,0.2963100920850572,0.03016947631762129,0.11123860062093482,-0.03628357194152221,,,,,,
약수동,11140635,③ 급성장 신흥,일반,0.4418899084624606,0.102089565616842,0.5797127011279645,0.5224586288416075,-0.0143424004796552,0.278925664801846,0.3681463686634326,1.2321518222219217,0.2130798318655112,0.3604660412685339,0.2607820510276051,0.0805687203791469,0.2265542429198232,0.2137526699396487,0.2299888803377663,0.05237142188202279,0.1543936987237839,0.030793170689838806,,44.0,,,3.0,
황학동,11140670,③ 급성장 신흥,일반,0.41822683831355806,0.08506380737902368,0.5426374766178527,0.508274231678487,-0.0623427093719637,0.3013003913909511,0.3367839832789453,1.2855843674397365,0.2477265096478769,0.3021725860111658,0.2402501546961823,0.0900473933649289,0.2665779083521867,0.2573438544483766,0.2319578475078954,0.03472248303876441,0.07944012883056872,0.008292307188286913,,,,,,
영등포동,11560535,③ 급성장 신흥,일반,0.21681624147087492,0.05778405207668091,0.5459145690364978,0.5035460992907801,-0.0876162763246097,0.3312728474819113,0.3322510879640198,1.1259281721649526,0.2757989121004273,0.350636883738477,0.3204644651481462,0.2867298578199052,0.3174244251735253,0.3037571226444858,0.3574189469859797,0.01384842230838601,0.02849396531953402,-0.03695448183783351,,,,,,
개봉2동,11530750,④ 잠재 후보,일반,0.19980840980135123,0.04114371505719697,0.5293717122219868,0.6808510638297872,0.5495803348698649,0.3199781781983102,0.349640024382864,1.195252493903613,0.2507645181056835,0.424828309054345,0.2308009129058039,0.481042654028436,0.3099659136290096,0.2711950245784655,0.3052456371060485,0.0100122645693006,0.07844499980439851,-0.07444472420024462,,,,,,
신원동,11620655,④ 잠재 후보,일반,0.15480151927666297,0.04088938186951699,0.5785756379049923,0.6737588652482269,0.5117050459125974,0.3279733629748025,0.369413439254056,1.1927886910413816,0.2647946838418595,0.3833700772823205,0.2152642786599681,0.518957345971564,0.3059829183141425,0.3237058085425489,0.2932368255497503,0.021990444660660025,0.04570763071150713,-0.07797254688978217,,,,,,
보라매동,11620525,④ 잠재 후보,일반,0.1121755011036043,0.033309804712446635,0.7089527975936208,0.6619385342789598,0.4886744834231634,0.2889212965366349,0.4369655131391079,1.1160822342654844,0.2181822140069656,0.4295503691645218,0.3081999816724843,0.5497630331753555,0.3029577475601012,0.3392677429872059,0.3329768766518762,-0.01403645102346629,0.09769777015190201,-0.024776894979391895,,,,,,
용강동,11440590,④ 잠재 후보,일반,0.19748916002823436,0.04280752467704168,0.36579189604978035,0.6595744680851063,0.4822441451761137,0.2570414338947197,0.5257795578422023,1.14292362078554,0.1906214065183595,0.3751488299153691,0.1731252301081945,0.462085308056872,0.2508390108783746,0.5069373898306513,0.2254881600007178,0.006202423016345049,0.01884216801155103,-0.05236292989252331,,,,,,
천연동,11410520,④ 잠재 후보,일반,0.17622937044132975,0.03737353366273403,0.2736793581019047,0.6312056737588653,0.3890368983925283,0.282736954907667,0.3988805266125538,1.2671005866989755,0.2137489297506256,0.3715170921380236,0.1673879638890206,0.4549763033175355,0.2731503359476465,0.3607239943415851,0.2204840566270784,0.009586618960020499,0.03815653227096871,-0.05309609273805779,,,,,,
